loan_title,user_id,org_id,loan_package_id,package_name,brower_credit_score,amount,currency,status,amount_payable,principal_due,balance,penalty_due,charge_per_installment,no_of_installment,next_payment_date,payback_date,interest
XYWRANHTFOUQPVEZKGSI,507,1016,152,QSEXVNBZLCJMYWFGRHAU,3491,34000,CWZSURDVENJXPMGFBYKT,0,4090,50000,785,5000,586,ILHGJOTANVSCEQDFUYKR,28-October-2021,28-October-2021,1717
KZGPFSBLXEQHRNMIWTCO,858,648,123,HSRDAIQJXFLUNEZOGCMV,3944,34000,AFLCJRHMNWEUTVQOPSIY,4,3678,50000,601,5000,283,ICGPATUDJLHZKRSBNYOM,28-October-2021,28-October-2021,1835
GCRDNJISYPLVOXAHQTFM,712,1863,104,OQZBMXWCVLFIPSNTYJKA,1535,34000,QBAPMWVHLOZDCTXJYRUK,1,2524,50000,535,5000,813,ULXGJKTMSDPOCRNVYAZF,28-October-2021,28-October-2021,1594
BVLIYNQCEZDJMOFHRAUT,50,1361,106,BLZPGTQWIUMAXDEJHYNO,2837,34000,GDYIQVBMLTPZHRKESAOW,4,2457,50000,409,5000,248,VALPRCOHBQZFXGIEJTDM,28-October-2021,28-October-2021,1130
FDURPBIMXVHYLTZWNGKA,721,621,132,DTKHGEBUXZYSQPVCJONF,3225,34000,DJBLSAVPCNTGHUMQERZK,2,2181,50000,174,5000,790,RSEAMQYNGJWDIBOLPZKV,28-October-2021,28-October-2021,1345
TUPMOYKRIVQHBLDZEXFJ,587,1162,146,QVPROTCSEHNMGXIBWYUD,3502,34000,BAMYHCIPVZTJGXKRWSUF,3,4061,50000,566,5000,246,LHFXOGKCQIJWUBTRPVEZ,28-October-2021,28-October-2021,1566
JLYPOWGXCUQDSFHEBKTM,984,1245,192,DZAPCULJEGKTWIOXRMHY,3799,34000,TZWJYPHLUCEOMBGDIVXA,0,4074,50000,317,5000,15,VLWYPCFUMQXHIJARGOKE,28-October-2021,28-October-2021,1786
TAQYRMLZFWGEHBKCIVOP,687,1566,199,AWBOHCKERTSVGUFNDXYJ,3355,34000,VIENHFCPYJGMQSLRXKOZ,2,2605,50000,981,5000,400,CTLSQNHGYZIMFKWRBDAU,28-October-2021,28-October-2021,1203
IUZERTOWPSCDXVBNQLKY,686,1360,152,QHNJCFDGWAPOBXIYSVKL,3685,34000,ORWHBQGNLAJFIYKPVZMD,2,3070,50000,41,5000,916,KTGNIQEAPWXVFMDOYBJS,28-October-2021,28-October-2021,1359
DXZWPUJVALGNCQYHTBKM,494,1504,112,XAOFINJLGCYUBWVKREPZ,1532,34000,VHCPOJZNKFGMXUBEYAIS,0,3097,50000,767,5000,918,ZRVLEOPBQKNMUTJHFIXY,28-October-2021,28-October-2021,1106
JLSCOVMZRXIABQGKEWPD,802,1363,167,TVZCLKBPUWORFGDMJHEN,2198,34000,XYPIKAZCTHUWRFEGVNQS,2,2515,50000,567,5000,103,ISPRMUBYZFQWDOCXAKEG,28-October-2021,28-October-2021,1921
NWAEOPKUJVFXSLYRDTQB,613,1156,170,OWEDRILMGCAFKTQVZPXS,1178,34000,NUDCIBZAQPOKFXYRLTHG,2,3090,50000,787,5000,826,XCRDZTWNSHALEVOKFMUI,28-October-2021,28-October-2021,1981
GCZKMSNOVJEUTBAILXYR,70,1137,114,KTICAOYQRFJBUEHNXLVW,2339,34000,EPJBIYZUTAHSQMCFLRDX,3,4372,50000,859,5000,556,LEBUYOSQRGAWNITDZVFK,28-October-2021,28-October-2021,1084
ZJSUYXIDFTQOVEHNLCWA,194,1027,180,RJXNVHGBSLOCAYKQMTEF,3838,34000,CGOETJNZLXMBDKQYSHAI,2,3693,50000,695,5000,242,QLTUAJYIBPWXNZRGMEKS,28-October-2021,28-October-2021,1629
YBJEGNMKZRLDUSTFAQIX,378,684,176,JWZRTKNSMYHXPDLVBOUG,1873,34000,VKPQTSRGHZMBAYDFNUOJ,1,3349,50000,588,5000,651,NSZTDEWAPUCRFHJGBVQL,28-October-2021,28-October-2021,1062
KYUGSZTCAIDJHQVFPELB,637,1922,196,XCKMFJEUPYRIVQDSZBWH,2643,34000,PGNHUCQLJEIOTYRZAMDB,3,4174,50000,352,5000,233,DHWYGJZUIATVKMERBQSF,28-October-2021,28-October-2021,1739
TCMKPHUWAVFONRDBJGIZ,60,1062,165,IOGMANPHTCQXEJRSBKWD,1082,34000,PIDCVRSHUQETXFYMNBLK,2,4033,50000,723,5000,416,DWYIJSORNZMXECPAQKBU,28-October-2021,28-October-2021,1045
MHVCBKZJURIOWFAYELPS,510,1713,121,NEFRMBOUJCQYXZDSLTHK,2164,34000,GOKNLATUQEFHZIYBXCJD,3,4060,50000,352,5000,800,ZQXFLSUNHVYARICBEWKP,28-October-2021,28-October-2021,1877
BGNJKZODHRISMQCVFLEX,150,1138,120,HXZTDPWMVBGQCRFSNOKL,2898,34000,PKJNBGQLOHYAUMZTDERW,4,3834,50000,781,5000,404,TDKMGIONEXJLHVYZWASP,28-October-2021,28-October-2021,1023
XLPMZAODWHNCGSEYJRFT,165,1388,135,RQLBFVUITAXKONECHWGP,1998,34000,CELVOWSJNGMBKYRPDQUA,4,4095,50000,400,5000,836,GOYBWUHXCNRQSFAITLVP,28-October-2021,28-October-2021,1747
XTHSEKMNPJLAIFCOWZVB,276,1142,149,FKHSCNRLZUBJWDYMAOXI,1520,34000,NGXIJQSOBYFWPKADVTZH,4,2408,50000,257,5000,472,WJLIOGRQUTFXMCNVZHDK,28-October-2021,28-October-2021,1563
QSMAOLZVTIBRFWJHGYKN,618,1346,136,CTRFEHBGSOWLQDIMVZNU,3211,34000,KFHXLCQWJOABRGMIYEPZ,4,2807,50000,523,5000,169,XHCRFPAMDNWKSBGZJYLE,28-October-2021,28-October-2021,1518
FBEAINWMPYGCQUXJLVHZ,376,1913,130,ERJZNBDQLPTSWMIFOUVK,3506,34000,YJBIDAZOCLUEPSTRXWVH,3,2804,50000,607,5000,305,VBAMWOTPQGERNUJSKFXI,28-October-2021,28-October-2021,1807
BRXUSHKQPFVZNAIWTDMC,534,777,106,TOBFGRHCPKZVXEAMSYWD,2938,34000,HBOMDLEGZJWUSIYXCQFK,2,2645,50000,54,5000,37,CIVQKAUFLXYRGZPNEJOM,28-October-2021,28-October-2021,1294
FXZRBWHTCLVUQPEKDIMN,342,1941,156,ZRUFMWBKLDOYIATCSQPH,1715,34000,JTCSBVGOQFEDALUIRHMZ,2,2449,50000,750,5000,113,OKLNHMQITFRPUJWZSEGV,28-October-2021,28-October-2021,1966
MQZTKRSOGDWIAJEFBPHV,123,1982,151,EZQFVXJLMOGBPRSNAKIU,3028,34000,QVKULTRHOEAJFWMZDCNY,2,3667,50000,88,5000,530,ZCGJMOBTNRVPYDEWKFAL,28-October-2021,28-October-2021,1194
QALGBPDFIHEKYVNCJMST,723,1644,106,GMKPETXWDVNRCUSZJHLF,2047,34000,XYTGZLMUHRDKNPAECOVW,3,4494,50000,71,5000,972,YLTOJABUGXSVMHNIZQWC,28-October-2021,28-October-2021,1050
IFJBHXRUCAGNEPKOLTDW,963,1614,150,UDNIJOHRAWQTMYPBGLVZ,1148,34000,JOGHWBYVRPSZFTDIMANC,1,2940,50000,700,5000,674,ZOMNYVHXEJCFDBITUGQA,28-October-2021,28-October-2021,1726
ZJVAGFYHPIKXEQWRONLU,169,1273,173,AIMYFXCDTOUZPLBSQJVR,3216,34000,YXZVMRHECGTAQNPWSBJO,3,4656,50000,596,5000,446,FCHJBZOTDVMLGIKASQEW,28-October-2021,28-October-2021,1665
KOUEBLATYRCJWMGIFSDV,542,1483,122,VPFHTZQSAJGUMCNLDWIK,1679,34000,QRKZESODFBTCWPUVIXMA,0,3136,50000,301,5000,517,ARXVSLPMQCJEKHDUOBGI,28-October-2021,28-October-2021,1103
MSFALWCVDYUKEXHPTGOJ,394,1254,150,JHGQBZIKOANDLCYMFSUT,1813,34000,FHOAJZMWNERXSVGUPDCT,4,3510,50000,618,5000,537,PHMCSAVFONJLWBGTRKEU,28-October-2021,28-October-2021,1689
SLNWYPMFBUAHDVCXZEGI,462,1330,111,HLYJAIRPCVBUXGFZDNEO,2616,34000,NXWKESGFQMHVPYCBOIAR,3,2255,50000,374,5000,920,QFGWCMNIPVZAJHXULBRK,28-October-2021,28-October-2021,1656
AFXHOEQRJCMSGWPIYDZK,235,1111,167,CBPHUZMOLQARDSFGTJVI,1141,34000,ZAYRMCPEQWGVLNFKXUDJ,0,2723,50000,944,5000,177,CKUBRQVJYPFMGLZNIWXH,28-October-2021,28-October-2021,1394
GECNZDKQTBHIXMAYSUWO,486,1637,138,UZGVEODYQAHKFBRJWLTP,1594,34000,DMCEFYHQUSBLGWKRVJIO,1,4430,50000,775,5000,555,NVPLDFJXAOIBYWHRSZKQ,28-October-2021,28-October-2021,1224
VNDOWPBTLRQESZYKIAXU,634,1469,168,RIBAGDVOCJNQXHSMKFWL,2470,34000,BROAHGLEUTYDPQFVCSWX,4,4842,50000,556,5000,525,WECHLURAZJTNDVKYFGOI,28-October-2021,28-October-2021,1687
FLCQDYKIBVJWTZSXAMON,444,1491,134,CABODXGIFTZEMLQJRVUP,2629,34000,AHLSXDTREBNPMYOUWVKQ,3,2351,50000,855,5000,192,XLBZGKEQFHVWTNOCSDAI,28-October-2021,28-October-2021,1605
WRYQBTPODEGNXLKUMFVJ,915,1019,150,OCULMIWBHRVJYZXTKAPQ,1674,34000,ZICHFJMNDTQUGEBXSROW,2,4241,50000,821,5000,87,TLAKUFXZQPODCWEYJNVG,28-October-2021,28-October-2021,1378
MHOCRSTEXPZFJQDWAGBK,711,1608,161,ODVBZHMJLNWAPIXRYKGF,1646,34000,NOERMIAZLHTWBYDVKSXU,0,3121,50000,985,5000,880,WCHDEQBRPLIVMJFGSOZA,28-October-2021,28-October-2021,1045
JYDWQFOVMSUTPEBGRZAC,988,775,108,YBJSHCMWONVKQEPUFXZT,1614,34000,BTFLEJMYHIQUXVZOAWRK,1,3476,50000,504,5000,897,WSLJPUOAIREFVQYZCBGM,28-October-2021,28-October-2021,1011
YUNWPOELFXAMBJHRCIZK,389,1275,128,HRCJAUOXYIQBZTGELVDM,2040,34000,WGLZSDNYIREFKVHQMABO,3,2809,50000,289,5000,79,IWOALVMUBRGPHEFDJTZQ,28-October-2021,28-October-2021,1951
GFAHEPNDSRLQWTBYKIXJ,820,1027,171,JUHQMTYIWVFDKLACPGXE,3041,34000,IXLWHRBCSQTVYOJKFDPN,0,3432,50000,580,5000,929,GWCFZVEPHDJSNITMUQKR,28-October-2021,28-October-2021,1982
MELCUJDTWZIHRBOQAVFN,420,1781,140,RFSXYEWOHCLIVAUKQBMG,1359,34000,JUWAEBYHPCNZQLMVRDOT,3,4786,50000,578,5000,276,QCWAGPMKXDYUJFNIEVTS,28-October-2021,28-October-2021,1371
MVCXUIKJYNEBDHORSFTQ,31,1059,100,ZIBYHEALOMQRKVTNWPSC,2318,34000,ZNDXGYTCBLFWKOSMEVHR,0,3478,50000,690,5000,137,YKQRSOXMAFEZHLDCNUIG,28-October-2021,28-October-2021,1669
QJMBFSVNGDPKLAOWRHIC,245,1069,154,MPDULJNXZOQEKTWFYIBS,2552,34000,RABQPMOYZLUEDKCNJWTI,0,4425,50000,975,5000,914,ODRXQZMYICLBSHAFNTPK,28-October-2021,28-October-2021,1168
TSDENJOBGYUIVAPMKQHC,100,1120,157,FWHMTOKIXQBLZCYNPSDG,1438,34000,PTGSONIKLMFBRJXDWHQE,3,2195,50000,52,5000,672,MFIJRUKVASLYOXENCHWD,28-October-2021,28-October-2021,1918
QYMLHUKOFTPWVENARCXI,962,564,192,ZHKUCYGSAFIDNRMJLXEP,1655,34000,ONRMBSAXKEZGHQFULVYI,4,3927,50000,51,5000,738,USIBEZMQTJRXCKPWLGYV,28-October-2021,28-October-2021,1293
VPTUQANOJLFYDRHCSKMZ,346,1109,128,XINQEGPWATFOYDBUZHRK,2420,34000,IWLNAPRSBGMZJQTHKOYC,3,4790,50000,958,5000,902,KBDLWYEGZJXAPSFHRTQU,28-October-2021,28-October-2021,1213
QUYMNFPESGJBITRXWLAC,730,1372,195,MVFIHNWXEUSDOYQJRPGZ,1537,34000,NJKILXGRUADQOCHPVESM,1,3290,50000,387,5000,754,GYELJKIUNPXZMBDAOHVT,28-October-2021,28-October-2021,1068
TPFJQWESDZOUXMIHBGAY,692,1740,123,QWXRFBGUKEPTLHIDZYAO,1877,34000,ENTJULSCOQHYABFIKGVP,2,2265,50000,861,5000,364,KQDCSXIWRZYMOFBPGNAE,28-October-2021,28-October-2021,1212
UONKDIRFCSTLWMAHQEYX,165,1528,150,NBCMZDRVSXEQTILPAOFW,3108,34000,RFTMNDXEJZOUAPYHKGVL,2,3572,50000,558,5000,915,EYQRDTOLKHZASNMCJFWX,28-October-2021,28-October-2021,1374
GKAHWOFYNMJLIXEPTDQB,537,549,153,SBEWFHRGZQMXDJUPLKNV,1468,34000,KRLXDBVOQEICSFYNMJAZ,1,2426,50000,412,5000,781,QMZRIDGKYPHOXACVUFBL,28-October-2021,28-October-2021,1487
VFKHZDNXEMJOYQWAPIRT,462,1392,164,EZLTFOYNKHVGBJQUIRPW,1650,34000,BFVCIRMLTKZNOQXJEUYG,3,2904,50000,400,5000,873,OWYCEJXSHGRTNVZMLFQI,28-October-2021,28-October-2021,1595
WUHIJGSMEDAKFBZXQYPO,849,1248,178,GUCSOZQYWLPBVJANMXFH,1483,34000,KTNHVFJOMPACGSRZQIBD,2,3411,50000,440,5000,166,OMHSLTBFXCADNVWJUGEK,28-October-2021,28-October-2021,1282
SYRIEQMFCNJVDZGOPKBH,829,628,147,DIFPOANLWXJHRVMUGEZT,3169,34000,GYTEPHWXZLSJKNUIVQBM,2,4307,50000,621,5000,156,EPHAMQDSLOKRBVCGTNUF,28-October-2021,28-October-2021,1154
QZKSMIVXLFPJDGNYCRHB,647,1804,137,CDAWOXTVBUZEGYSMFPRI,2295,34000,UJZSLGADWRXYVQCHNOTP,4,3383,50000,664,5000,723,WLSZIKAQMGJRDTXEHONF,28-October-2021,28-October-2021,1982
YJAOGWFLPTCQSZDHINVU,259,1266,144,OBWMAFLQINVCZYHERDSJ,2299,34000,PFNIHGAXVOJZRWSBCLKY,0,2974,50000,688,5000,216,MIRECZATFKVDHYBOJGPL,28-October-2021,28-October-2021,1985
XANKJCLRDPOFVYIUTMQB,801,1223,135,IJQCDZOLFKHRTYPUANXM,3480,34000,HUMIASREXGVCWYDOJZPK,0,4932,50000,263,5000,322,GEAHJXVPTFSULROCQNDY,28-October-2021,28-October-2021,1166
XFADYUZQTBCIMJSPLRHV,473,1382,188,HGNKFWODAEZMCXLURIQS,1021,34000,WHKERYUMVQXCJPGLSIFN,1,4783,50000,219,5000,719,ITJYXKSLHRPUZOQGCBWE,28-October-2021,28-October-2021,1773
XCVZRHOEJLBPQUGYFATS,695,1764,143,MCGNTALIRFVKYUJZEHQS,1259,34000,RAEYHCKULJMGQWFZDTOI,1,3557,50000,376,5000,182,PAQDSYZNHWVKTUOCFGLR,28-October-2021,28-October-2021,1299
EAMOHXNGRLBJDWPQKSUF,107,967,143,NXBFQLUSGRVWJPZDHTEM,2101,34000,YHAPDEWVSJRIQZGBCLUK,4,4621,50000,651,5000,335,NXDPLQGHSYCKFJETUWIR,28-October-2021,28-October-2021,1972
NUOKZCXMWHTIGDPJBASF,535,763,190,SDXNEKJVLTWOFQPHCYBR,1078,34000,WMEJKQBPVRNXLIGZFOTU,0,3182,50000,621,5000,685,UFBVSADMPKOIJGTZXYCL,28-October-2021,28-October-2021,1136
WPFIEAXUNOHGZVSMYRJB,551,1158,114,DRNAUHGJXEMQYKTBZIOF,2086,34000,XYNPATKFVHZSRMUEWGQC,1,3262,50000,569,5000,543,PQVLKDWYSBMFNJXZAECI,28-October-2021,28-October-2021,1661
IQSRKHVOGFPNDBZYTJEL,150,1774,133,BNCFWPUSELZGOXIRKJYA,3948,34000,WOAMVYCDSRHQKFZXGTUI,4,3775,50000,955,5000,423,HJCMXPOGVEYQDALWNIFT,28-October-2021,28-October-2021,1205
HNQFBPVSODTURGEYAIKJ,911,1435,183,LXWJZDOUKPTBYMQIFRSH,1743,34000,AJTIUEXKBQSRGLVYNMDF,1,3779,50000,258,5000,301,PXFWMQDYLRNOAJBKCVZG,28-October-2021,28-October-2021,1815
BLZPUYMAGQXEKHTJWOSR,291,1847,156,BRQSEYFKOGWXHTNMDCVU,1999,34000,ECSPXRGVNLTWZQDFMIAY,4,2108,50000,939,5000,696,AQJHXEVLPWZOGUMFKTYR,28-October-2021,28-October-2021,1747
ITMGWVUYLNQZECRBAOXP,766,1201,100,NJZFHPXEDOGABYUTMVWC,3455,34000,UNDXGZYKESHVAQBICRWJ,4,3026,50000,902,5000,853,QFEDUGOCVTJLHRBWSPAY,28-October-2021,28-October-2021,1497
TRDZBMQOSVWNCAPYHJUL,855,1106,127,EKLGWRBASUDTQXVMNIYJ,2946,34000,TEQCIRVJXLWHYNSBKUGZ,0,4580,50000,476,5000,238,QIDNYZKGOLVWUHTJARSX,28-October-2021,28-October-2021,1011
AWLDHBFZQXETJRSVNMCO,804,1192,141,WYUACOPETMIJFKNBDSZX,3335,34000,LPUTHXNQDVAORIMBKEFS,2,2485,50000,118,5000,725,CIOUKVNBQMTZGDEAYWPJ,28-October-2021,28-October-2021,1783
VEZICUTRSLOAFPGWBKJN,159,882,175,DVRMXGWJQHPIBUFEZYSA,3193,34000,ELXFDZPTCBROQVKNSUYM,0,3126,50000,439,5000,114,ZILTBKEWJNXFHDCMGYVO,28-October-2021,28-October-2021,1883
ISDZJQGCHXBEUPTLNYMO,448,620,134,OEYLNIHGCATXRPUSMBQZ,1966,34000,OXUTPHVEWKRSMYLQGNZD,2,3727,50000,508,5000,129,PBSLGHUACOTQDIVEJRZX,28-October-2021,28-October-2021,1088
DYKBTHMVSFNCRLGQWXEA,877,1158,159,CNLRGVYKMODFBATSPQZI,2970,34000,FEQCNJLUPDWRBKOGTXYV,0,4458,50000,378,5000,803,MECIJQSUZOYFBTNKHGRL,28-October-2021,28-October-2021,1297
RLKVCNAGQTSDHJOXMIEP,511,536,111,CDEKZRHNOMGXALYFWPSJ,3781,34000,EPSZFKMXGNDQTOUAHJLB,1,3764,50000,165,5000,136,HPKFVREYIXNZQJCUGDOL,28-October-2021,28-October-2021,1393
DXCSBAYUEZRWJVLPFGOH,19,788,152,JFDGCSNEMQUZIXTHOBLP,3615,34000,FTZNCSJIAOBKRDYUPVXW,4,4662,50000,356,5000,931,GWQKFYODUJTXRZISHAMC,28-October-2021,28-October-2021,1279
ECJMUVDXYGZFTNIRHPAO,135,1769,180,HWXMQUAOZSEGCVJRFYBK,3890,34000,HAUDONPBGWYERZXKLTJV,1,4740,50000,557,5000,133,SMKPDOWBNUFAIGEJQYHX,28-October-2021,28-October-2021,1328
YXIGUDVKCEJBNWZASRMQ,444,1431,122,NERKUGMHAQBLVFCOWPYJ,2889,34000,RMUBPATZXVWHKSOCLGYJ,1,4070,50000,746,5000,989,GABYSDOLCVUMKEQTZRXW,28-October-2021,28-October-2021,1513
ZKECQGMFUPAXNHSBOLWT,822,1176,145,UEKRTJPZWXABLNSFDVOI,1850,34000,YVUFZXKJWNDACQIERLGB,0,4112,50000,167,5000,366,KNXMDQEJLBFATHVWUCYP,28-October-2021,28-October-2021,1624
IEBKTMZDSFYOHCQJLRWU,291,702,182,RFQMITUDOWCGYHLSJVEZ,1363,34000,GITMUHYDLAVZCFBXKWQN,0,2530,50000,786,5000,522,QCPWDJOMXNKUISYHTZAF,28-October-2021,28-October-2021,1645
IGHWQBCAYONZXPEFRUDL,435,1978,123,GDCIONPLAKMFSRVUZJYW,3323,34000,UBNFTQEDRJKIWYVAPXSH,0,2572,50000,500,5000,748,DBTUYKLMIGNPSJHACXOV,28-October-2021,28-October-2021,1696
PURYMXGZCJVBKQHTSNLW,231,1429,197,DWTRHSQBPCJEAMYIOKFU,2548,34000,LZNDJQHUGMKRFXEPTCOY,3,3234,50000,946,5000,323,TNMCKEUYDVOHZXBJLIQA,28-October-2021,28-October-2021,1515
ZIMGOQBSDEKUAJVPRFYL,752,1222,174,JHKTCDYPUBZGMOXSAQEL,3117,34000,JXHLQWNYOBIDVAKPZRCM,4,4342,50000,884,5000,208,MOBWNCUKYDHXJIZVTRPA,28-October-2021,28-October-2021,1543
DGNJMKFLWZRAPXCVSOQU,865,1846,154,NQAFXVMHEZKJYUIGTLBS,2518,34000,QCYJIOTHZLABVFUNSMKG,2,2128,50000,283,5000,361,SRLEIMZBXGTDHQAFUNOJ,28-October-2021,28-October-2021,1921
KNPLQOWJAVMDSGIETZYX,361,1469,127,AIEMPYRGZOWFSCUNHVKX,2647,34000,UMAVBSYFITQCOXPNKRGZ,4,3827,50000,455,5000,495,CUNYRGWMHPBLOJKITZSV,28-October-2021,28-October-2021,1129
TGDAHZPEBSVXOULWQRCM,836,1047,138,OSHDRTFLYEQNUVZWIPGM,2248,34000,MGOPZFWCIJSDYUHXKEAB,4,3603,50000,804,5000,753,OMNCDZUTJWHREFQVXKLP,28-October-2021,28-October-2021,1668
GCZEJPMTHBRASUOLINDX,805,600,155,PAYDMSCVUOJIGFBHWQLK,1222,34000,BVGINFMWRAKPHEZCJYOT,4,4995,50000,103,5000,102,SDNYTWEHJVMFXRCOQPIK,28-October-2021,28-October-2021,1123
AIYDCHJEBOPVLSXKRMWN,544,1025,192,WFHIGLTOVRNPXJKCBDSY,2586,34000,NUBSFHLZJCEIRMDPKQTG,2,3781,50000,377,5000,28,JIQXRPELCAUKDNVOWYFM,28-October-2021,28-October-2021,1131
HMFSKDVWTQAUPENBORCZ,764,550,111,LIJOSETBCFMVGYWNAQKP,2433,34000,BKZONFYLQXVAERMJCHIP,4,3362,50000,661,5000,833,CDWTMGUZYFENJAISBRQP,28-October-2021,28-October-2021,1078
ENOHCQFKMBULGASYZIWR,209,729,144,ZXHVLWUOJINPDMQRCEAF,3727,34000,JZMERGOSBFKAIDQHULYN,0,3362,50000,817,5000,690,EBSFLCXQGIAUTVJDPOYM,28-October-2021,28-October-2021,1712
RKGVPNBCHIEQMXFWTYOL,24,1215,129,MBNLWFXCITHVAUOJKZED,1794,34000,WTHZKGBAPQCMJLDFOIXY,0,2545,50000,50,5000,275,YCEILPMWGTFKQHABZXJO,28-October-2021,28-October-2021,1523
MDPBKCGIAOVZQYHJLSRX,779,1328,129,ETUZFVPOJCXYMKQNWASI,2537,34000,BFZNYQXKOWPHGVRIJTSC,4,4972,50000,476,5000,462,JSFYZENBKXWQTMHGIARL,28-October-2021,28-October-2021,1206
EWNGKROTQBZLVMXYCFIP,962,1641,174,NULROQFYIPATJVZCKGBH,2801,34000,WFMCUATEHBJDZPOQLNYG,3,3925,50000,226,5000,221,OUBXGTZYWIFDVCSJEANR,28-October-2021,28-October-2021,1554
DTHJXAOLVNKSQFCYIEPB,960,872,101,GMWJSAYXNUFKQLBRTZOE,2930,34000,NHMRAGCFDQIEWVTPSXBJ,1,4869,50000,257,5000,67,JRIZDLNHGKOQYTAMCVES,28-October-2021,28-October-2021,1504
ZBVSIQXUREHGAJMDTYKF,141,1614,113,UGKEDOFXMYNWJIATBPSH,2799,34000,LHIYFTPCZUMQSVODNJBG,3,4652,50000,857,5000,779,TJKXFWNBUAHOSMCVYIPE,28-October-2021,28-October-2021,1121
LBTQDGCRUYNMKOIAZFHE,225,570,140,BNSJEHADIUFVXQZWTLMP,2354,34000,QXVKUZOJALPRIDCBGNYT,4,2751,50000,462,5000,614,UPGBVLSKZOFJAXEQCIDM,28-October-2021,28-October-2021,1691
GALIVMCBWQENOYKDZFUR,737,1347,176,VTXPYNIRHGKWODZEUBSA,2850,34000,TGCOISVPALQEMNWDFUZB,2,2256,50000,625,5000,97,QTOLNSACIZJFDXYRUGKP,28-October-2021,28-October-2021,1652
SRNEXOHBFUJACIQDMGYZ,258,1270,200,PKBAZRSDMJEFOWCLVTUX,1302,34000,IQFHXEUYVKOTWPLDMRJC,1,4581,50000,996,5000,210,TXOUKFBEIVHRPYJALQZD,28-October-2021,28-October-2021,1248
TIALEUGQYSPHWDBCOZXV,112,1797,145,DJUBNHMVWIAEYTCGZKSQ,3916,34000,NQUMSTYFHODGIEAXBCRZ,4,2940,50000,669,5000,461,LWIOKMNXASJBYEZVQFUC,28-October-2021,28-October-2021,1266
VAWUZNMDLTOEQCXRSYBF,751,1633,156,LOBQSEAZJTDFCUWGRIPH,2421,34000,RJATEZFPIGCYLNSMUDWH,4,2100,50000,734,5000,85,LHTKXPBUESVCMWDFNYJO,28-October-2021,28-October-2021,1376
QYJMWOHNFCEXVAGKZPLU,463,1654,170,CTIVSDUORNHAWJGMQZPY,2714,34000,POHUMYSCGTNXKQDAJVBL,4,3190,50000,952,5000,873,SGMRNCHZDQXBAYWEVUKP,28-October-2021,28-October-2021,1932
ZGNAYHVCMOUIRWFQPLKE,294,1222,110,CVEQGDZFYSXLRIBUMPKA,1508,34000,PCATDGVMZUEYFKWOBRIH,0,2295,50000,327,5000,736,QRHJVNMCLIUKYDATWESO,28-October-2021,28-October-2021,1301
SIMVTBYFRXHEJUNADOPG,671,1684,126,DJKIRPMAGUNWXVTZSQFY,3930,34000,HRXIJLKAYTSWCZDBQMNP,2,3956,50000,625,5000,77,JBOPKYSZVDIRGWEXNCAQ,28-October-2021,28-October-2021,1482
HTYOCIANGBKJPZMUQEWR,861,683,176,DBJFEPHKLIXSVUYZQGMT,3707,34000,WUELPGDMQOSTKRXJBHVI,2,3700,50000,634,5000,678,ZGQUBXAEHICKJVTMPWDF,28-October-2021,28-October-2021,1965
DSNRYVWOXEKAQJCFMZIP,679,944,186,LGHQKFYXMIAVJECUPRDO,3787,34000,CATGNIEPHYZLXURBVKQF,3,4287,50000,718,5000,245,TUGLXJOQHBVYMWSEFAIC,28-October-2021,28-October-2021,1701
BYVRJGDLQSHIZEPNCFXO,623,1484,115,WIHPKNSLZVFMTYGEXOUC,3873,34000,AUZKRMJHBFPSCQNTLVXW,2,2994,50000,385,5000,743,SOLIUXHRWCGENMAVZDQT,28-October-2021,28-October-2021,1650
LJBEWCIFMGTOUZDHSKYR,869,1638,114,NMFKXAHIWZSTOUQLJBDC,1691,34000,QBKFMNGDCRYXSOIZLJHV,4,3569,50000,139,5000,944,QGDYCVPAFUXLEHBKRTZJ,28-October-2021,28-October-2021,1001
GDQFMPJTRBACIOXVWSZK,312,1685,158,UNJTSCEIOZXHFMBVRYQW,2939,34000,DIUCONBKTZYAPHWGFQVL,3,4804,50000,482,5000,402,MIQXYJRKDZSAGFLTBWOC,28-October-2021,28-October-2021,1520
UAVRXLIPKQEFZNGDWJSH,130,1042,129,HQERJOCXZDSLNAPFWBIU,1542,34000,QIPWXUJRFAMYHNEBGZSL,2,2550,50000,61,5000,287,OIBHLEKAGZXNSRQFWUCP,28-October-2021,28-October-2021,1054
JFKGDHIQNOAERPYZUVBL,696,1927,100,RHUXGPYLZIEQASFJNWCD,3567,34000,TZOXRGQWUPSBEHMCNLID,0,2334,50000,12,5000,921,TRQZNDFUOJLIAYEWCHVM,28-October-2021,28-October-2021,1651
TIJGRWCUDLPBKEFQNSMA,638,1879,123,SMACDKWZRFHXOGNTYBLQ,1219,34000,FDOQTPMGLSNBAZVXHJEC,1,4339,50000,242,5000,844,CUTZGMXHKLSPEQFJRAOV,28-October-2021,28-October-2021,1558
UNHWOSXITFVAQDRZJKPE,780,942,187,XTMHVUONQIPFYDEBKLRW,3652,34000,LQCRKIGFDMTONZBUHAEP,0,2704,50000,297,5000,960,ORWXYLKCTSAMHNIGZDJE,28-October-2021,28-October-2021,1703
